x,pi2,E2,Delta2,M,psi_minus_x
3596232,24474.0,24385.3325,88.6675,182.0,-982.7192
3616724,24603.0,24504.0220,98.9780,19.0,-284.3397
3637332,24742.0,24623.2935,118.7065,8.0,-86.7336
3658058,24859.0,24743.1577,115.8423,169.0,-535.6240
3678902,24986.0,24863.6138,122.3862,99.0,-119.8851
3699865,25122.0,24984.6665,137.3335,15.0,-4.1958
3720947,25249.0,25106.3150,142.6850,-17.0,15.5216
3742149,25367.0,25228.5641,138.4359,-118.0,301.3913
3763473,25493.0,25351.4243,141.5757,13.0,-147.3438
3784917,25617.0,25474.8832,142.1168,175.0,-193.2863
3806484,25732.0,25598.9571,133.0429,173.0,-217.8414
3828174,25858.0,25723.6451,134.3549,75.0,97.2994
3849987,26004.0,25848.9462,155.0538,57.0,282.5542
3871924,26123.0,25974.8652,148.1348,185.0,-67.5628
3893987,26258.0,26101.4126,156.5874,149.0,149.7393
3916175,26383.0,26228.5817,154.4183,179.0,75.7920
3938490,26521.0,26356.3830,164.6170,64.0,224.7461
3960932,26660.0,26484.8155,175.1845,-30.0,163.9137
3983502,26774.0,26613.8839,160.1161,78.0,44.3108
4006200,26887.0,26743.5873,143.4127,227.0,-673.7307
4029028,27037.0,26873.9361,163.0639,330.0,-335.1316
4051985,27190.0,27004.9236,185.0764,122.0,263.4330
4075074,27314.0,27136.5659,177.4341,139.0,206.2487
4098294,27448.0,27268.8563,179.1437,-25.0,293.0287
4121647,27575.0,27401.8051,173.1949,218.0,42.2714
4145132,27713.0,27535.4057,177.5943,349.0,-347.0317
4168751,27850.0,27669.6685,180.3315,262.0,106.0321
4192505,27988.0,27804.5980,183.4020,188.0,288.2892
4216395,28123.0,27940.1989,182.8011,296.0,183.9505
4240420,28262.0,28076.4646,185.5354,317.0,-238.0081
4264582,28406.0,28213.4053,192.5947,185.0,13.1482
4288882,28525.0,28351.0257,173.9743,310.0,-490.6170
4313321,28659.0,28489.3303,169.6697,430.0,-414.2137
4337898,28798.0,28628.3124,169.6876,479.0,-499.7894
4362616,28921.0,28767.9880,153.0120,555.0,-928.7411
4387475,29060.0,28908.3560,151.6440,570.0,-702.1557
4412475,29209.0,29049.4153,159.5847,445.0,-1127.3310
4437618,29360.0,29191.1761,168.8239,258.0,-454.5587
4462904,29499.0,29333.6374,165.3626,211.0,107.7675
4488334,29652.0,29476.8037,175.1963,280.0,428.5849
4513909,29787.0,29620.6795,166.3205,256.0,39.3665
4539629,29923.0,29765.2638,157.7362,486.0,-447.1975
4565496,30060.0,29910.5667,149.4333,386.0,-166.8342
4591511,30212.0,30056.5926,155.4074,272.0,-109.1294
4617674,30347.0,30203.3406,143.6594,290.0,-105.3982
4643986,30492.0,30350.8151,141.1849,132.0,-194.9473
4670448,30639.0,30499.0205,139.9795,236.0,-450.3340
4697060,30802.0,30647.9558,154.0442,-76.0,139.5282
4723824,30951.0,30797.6310,153.3690,11.0,-88.6142
4750741,31089.0,30948.0505,140.9495,-141.0,-6.5537
4777811,31245.0,31099.2133,145.7867,-43.0,-275.0452
4805036,31382.0,31251.1294,130.8706,-140.0,-195.2420
4832415,31526.0,31403.7920,122.2080,-171.0,-611.8752
4859951,31689.0,31557.2166,131.7834,-152.0,-446.9841
4887643,31827.0,31711.3967,115.6033,-286.0,-115.9746
4915494,32002.0,31866.3476,135.6524,-480.0,401.3721
4943502,32156.0,32022.0571,133.9429,-562.0,387.0122
4971671,32300.0,32178.5463,121.4537,-657.0,568.7980
5000000,32463.0,32335.8083,127.1917,-709.0,971.1402
